,Banner_type0,Banner_type1,Banner_type2,Banner_type3,Banner_type4
45533,1,0,1,0,0
45534,1,1,0,0,0
45535,1,0,1,1,0
45536,1,1,1,1,1
45537,1,1,1,0,0
45538,0,1,1,0,0
45539,1,1,1,0,0
45540,0,0,0,0,1
45541,0,0,0,0,1
45542,1,1,0,0,0
45543,1,1,0,1,1
45544,0,0,0,0,1
45545,1,1,1,1,1
45546,1,0,1,1,1
45547,1,0,0,0,1
45548,1,0,1,1,0
45549,0,1,1,1,1
45550,1,0,0,0,0
45551,1,0,1,0,0
45552,1,1,1,1,0
45553,1,0,1,1,1
45554,1,1,0,0,1
45555,0,1,0,1,1
45556,1,1,0,0,1
45557,1,1,1,1,0
45558,0,0,1,0,0
45559,0,1,1,0,0
45560,1,1,0,0,0
45561,1,0,0,0,1
45562,1,0,1,1,0
45563,1,1,1,1,1
45564,1,0,0,1,0
45565,0,1,1,0,0
45566,1,0,0,0,1
45567,0,0,0,0,1
45568,1,0,1,1,0
45569,0,1,1,1,1
45570,1,0,1,1,0
45571,0,1,1,0,1
45572,0,0,1,1,0
45573,0,0,0,0,1
45574,0,1,1,0,0
45575,0,1,1,1,1
45576,1,0,0,1,0
45577,0,0,1,0,0
45578,0,0,1,1,1
45579,1,0,0,0,1
45580,0,0,0,0,1
45581,0,1,0,0,1
45582,0,1,1,1,1
45583,1,0,1,0,0
45584,1,1,0,1,0
45585,1,1,0,1,1
45586,0,1,0,0,0
45587,0,0,1,0,1
45588,0,0,0,0,1
45589,1,1,0,1,1
45590,0,1,0,1,1
45591,1,0,1,1,1
45592,1,1,1,1,1
45593,0,0,0,1,1
45594,1,1,1,0,0
45595,1,1,0,1,0
45596,0,0,1,0,0
45597,0,1,1,1,1
45598,1,1,0,0,1
45599,1,0,0,0,0
45600,0,0,1,0,1
45601,0,1,1,0,0
45602,0,1,0,0,1
45603,1,0,1,0,0
45604,1,0,0,1,1
45605,0,1,1,0,1
45606,0,0,1,1,1
45607,0,0,1,1,1
45608,0,0,0,0,0
45609,0,1,1,0,0
45610,0,1,0,1,1
45611,1,1,1,1,0
45612,1,0,0,0,0
45613,0,1,0,0,1
45614,1,1,1,0,1
45615,0,1,1,0,0
45616,1,1,1,0,0
45617,1,1,1,0,0
45618,0,1,1,0,0
45619,1,0,0,0,1
45620,0,1,0,1,1
45621,0,1,0,0,1
45622,1,0,0,0,1
45623,1,0,0,1,0
45624,0,1,1,0,0
45625,1,1,1,0,0
45626,1,1,1,0,0
45627,1,0,1,1,1
45628,0,0,0,0,0
45629,1,1,1,1,0
45630,1,1,0,0,1
45631,1,1,0,1,0
45632,0,1,0,0,0
45633,1,0,0,1,0
45634,1,1,0,0,0
45635,1,0,0,1,0
45636,1,1,1,1,1
45637,0,1,0,1,1
45638,1,1,0,1,1
45639,0,0,1,1,1
45640,1,1,0,1,0
45641,1,0,1,1,1
45642,1,1,1,0,1
45643,0,0,0,1,1
45644,0,1,1,0,1
45645,1,1,0,0,1
45646,1,0,1,1,1
45647,0,0,1,0,1
45648,0,1,1,0,1
45649,0,0,0,0,1
45650,0,1,0,1,0
45651,0,0,1,0,1
45652,1,1,1,0,0
45653,1,1,0,1,1
45654,1,1,1,0,0
45655,1,1,1,1,1
45656,0,1,0,1,0
45657,0,1,1,1,0
45658,1,0,1,1,0
45659,1,0,1,1,1
45660,1,1,0,0,0
45661,0,1,1,1,1
45662,0,1,0,1,1
45663,1,1,0,0,0
45664,1,0,1,1,0
45665,0,0,0,1,0
45666,0,0,0,1,1
45667,0,0,0,0,0
45668,1,1,0,1,1
45669,1,0,0,1,1
45670,0,1,0,1,0
45671,1,0,0,1,0
45672,0,0,0,0,0
45673,0,0,1,1,1
45674,1,1,0,0,0
45675,1,0,1,0,0
45676,1,0,1,0,1
45677,0,0,1,0,0
45678,0,0,0,1,1
45679,1,0,1,0,0
45680,0,0,0,1,1
45681,1,0,0,0,1
45682,1,0,1,1,0
45683,1,1,0,0,1
45684,0,0,1,1,1
45685,1,1,0,1,1
45686,0,0,1,1,1
45687,1,0,0,0,0
45688,1,0,1,1,0
45689,1,1,0,1,0
45690,0,1,1,0,0
45691,1,0,0,0,1
45692,0,1,1,1,1
45693,1,0,1,1,1
45694,0,0,0,0,0
45695,0,0,1,1,0
45696,0,1,1,0,1
45697,0,1,0,0,0
45698,0,0,0,0,0
45699,0,1,0,0,1
45700,1,1,1,1,0
45701,1,1,1,0,0
45702,1,0,0,0,1
45703,0,1,0,0,1
45704,0,0,0,0,0
45705,0,0,1,0,1
45706,1,0,0,1,1
45707,1,0,0,1,1
45708,0,1,0,0,0
45709,1,1,1,1,1
45710,1,1,0,1,1
45711,1,0,0,1,1
45712,1,0,0,0,1
45713,1,0,0,1,1
45714,1,0,0,1,1
45715,0,1,0,0,0
45716,0,1,0,0,1
45717,1,1,0,0,1
45718,1,1,0,0,1
45719,1,0,1,1,1
45720,1,0,0,0,1
45721,1,0,0,1,0
45722,1,1,0,0,0
45723,1,0,0,0,1
45724,0,1,1,1,0
45725,1,0,0,1,1
45726,0,1,0,0,0
45727,1,0,1,0,0
45728,1,0,0,1,0
45729,0,0,0,0,0
45730,0,0,1,0,0
45731,1,1,0,0,0
45732,1,1,0,1,1
45733,1,1,1,1,1
45734,0,1,0,1,0
45735,0,0,0,1,0
45736,1,0,0,1,0
45737,1,1,1,0,1
45738,1,0,0,1,1
45739,1,0,1,1,0
45740,0,0,1,0,0
45741,0,0,0,0,0
45742,1,0,0,1,0
45743,1,0,0,1,1
45744,0,0,1,1,1
45745,1,1,1,0,0
45746,1,1,1,1,0
45747,1,0,0,1,0
45748,1,0,1,0,0
45749,1,0,0,1,1
45750,0,1,0,0,1
45751,0,0,0,0,0
45752,1,1,0,1,1
45753,1,1,1,1,1
45754,1,0,0,1,0
45755,1,0,0,0,1
45756,1,0,1,1,1
45757,0,1,0,0,1
45758,1,1,0,1,1
45759,1,1,1,1,0
45760,0,1,1,0,0
45761,1,1,1,0,0
45762,1,1,0,0,0
45763,1,1,0,1,0
45764,0,0,1,0,0
45765,0,1,0,0,0
45766,1,0,0,1,1
45767,1,1,0,1,0
45768,0,1,0,0,1
45769,1,0,0,0,1
45770,1,1,1,1,1
45771,0,1,0,1,0
45772,0,0,1,1,1
45773,0,0,0,0,0
45774,0,0,1,0,0
45775,1,0,0,0,1
45776,0,1,0,1,1
45777,0,1,1,1,0
45778,0,0,0,0,1
45779,1,1,1,0,0
45780,1,1,0,1,1
45781,1,0,1,1,1
45782,1,0,0,0,1
45783,0,0,1,0,0
45784,1,0,0,0,1
45785,1,1,1,1,0
45786,0,0,1,1,0
45787,0,1,0,1,0
45788,1,1,1,1,1
45789,1,1,1,0,1
45790,0,1,1,1,1
45791,0,0,1,0,0
45792,0,1,0,0,0
45793,0,1,1,1,1
45794,1,0,1,1,0
45795,0,0,1,1,0
45796,1,1,1,1,0
45797,1,1,0,1,1
45798,1,1,1,1,1
45799,1,1,0,1,1
45800,1,0,0,1,1
45801,0,1,0,1,0
45802,1,0,0,0,1
45803,1,0,0,1,0
45804,1,1,1,0,1
45805,0,1,0,0,1
45806,1,0,0,0,0
45807,0,0,1,1,1
45808,1,0,1,1,1
45809,1,1,1,1,0
45810,0,0,0,1,0
45811,1,1,0,1,1
45812,0,0,0,1,0
45813,1,0,0,0,0
45814,0,0,1,0,1
45815,1,1,1,1,1
45816,0,1,1,0,1
45817,0,1,0,1,0
45818,0,0,1,1,1
45819,1,1,0,0,1
45820,1,0,0,1,1
45821,0,0,0,0,1
45822,1,0,0,0,0
45823,0,0,0,0,0
45824,0,1,1,0,1
45825,0,0,0,1,1
45826,1,1,0,0,1
45827,1,0,1,1,1
45828,1,0,1,0,1
45829,1,0,1,1,1
45830,1,0,0,1,1
45831,1,1,0,1,1
45832,1,0,0,0,1
45833,1,0,0,1,1
45834,1,1,1,0,1
45835,1,1,1,0,1
45836,1,0,1,1,1
45837,1,1,1,1,1
45838,1,1,0,1,0
45839,1,0,0,0,1
45840,0,1,1,1,0
45841,0,1,1,1,0
45842,1,1,0,0,1
45843,1,1,0,1,1
45844,1,0,0,0,0
45845,0,1,0,1,0
45846,1,1,0,0,0
45847,1,0,0,1,0
45848,0,0,0,1,1
45849,0,1,0,1,1
45850,0,1,1,0,0
45851,1,1,0,1,1
45852,1,1,1,0,1
45853,1,1,0,1,0
45854,0,1,0,0,0
45855,1,1,0,1,1
45856,0,0,0,0,0
45857,0,1,0,0,1
45858,1,1,1,0,1
45859,1,0,0,1,0
45860,0,0,1,1,0
45861,0,1,1,1,1
45862,0,1,0,1,1
45863,0,1,0,0,0
45864,1,1,1,1,0
45865,1,0,1,1,0
45866,1,1,1,0,1
45867,0,0,1,1,0
45868,1,0,1,1,1
45869,1,0,0,1,1
45870,0,0,1,0,0
45871,1,1,0,1,1
45872,0,0,0,0,1
45873,1,1,1,1,0
45874,1,0,0,1,1
45875,1,0,0,1,0
45876,0,0,0,1,0
45877,0,1,0,0,0
45878,0,1,0,0,0
45879,1,0,0,0,1
45880,0,1,1,1,0
45881,1,1,1,1,1
45882,1,0,0,1,0
45883,1,1,1,1,1
45884,1,0,1,0,0
45885,0,1,1,0,1
45886,0,1,0,1,0
45887,1,0,1,1,1
45888,1,1,1,1,1
45889,1,1,1,0,0
45890,0,1,0,1,1
45891,1,1,0,1,1
45892,1,0,1,1,0
45893,0,1,1,0,0
45894,1,1,1,0,0
45895,1,0,0,0,1
45896,1,0,0,1,1
45897,0,1,0,0,1
45898,0,1,1,0,1
45899,1,1,0,0,1
45900,1,1,1,0,0
45901,1,1,1,1,1
45902,1,0,0,0,1
45903,0,1,1,1,0
45904,1,1,0,0,1
45905,0,1,0,1,0
45906,0,0,1,0,1
45907,1,0,0,0,1
45908,0,0,0,0,1
45909,0,0,0,0,0
45910,0,0,1,0,0
45911,0,0,1,1,1
45912,1,0,0,0,0
45913,1,1,1,1,1
45914,0,0,1,0,1
45915,1,1,0,0,1
45916,0,1,0,0,0
45917,0,0,0,1,1
45918,1,1,0,1,1
45919,0,0,0,0,0
45920,1,0,1,1,0
45921,0,0,0,0,1
45922,1,1,1,0,0
45923,1,0,1,0,0
45924,0,1,1,1,0
45925,0,0,1,1,1
45926,1,1,1,1,1
45927,0,1,0,0,1
45928,1,0,1,0,0
45929,1,0,0,0,1
45930,1,0,0,1,0
45931,0,0,0,1,0
45932,1,1,1,1,1
45933,1,0,1,1,0
45934,0,0,1,1,1
45935,0,0,0,1,1
45936,1,1,1,0,1
45937,0,0,1,1,0
45938,0,0,0,1,0
45939,0,1,0,0,1
45940,1,1,0,1,1
45941,0,0,1,1,0
45942,0,1,1,1,1
45943,1,0,0,1,1
45944,0,0,1,0,1
45945,0,1,0,1,1
45946,1,1,1,0,1
45947,0,0,0,0,0
45948,0,1,1,1,1
45949,0,0,1,0,0
45950,0,1,1,0,1
45951,1,0,0,1,0
45952,0,1,0,0,1
45953,1,1,0,1,0
45954,1,0,1,1,1
45955,0,1,1,1,0
45956,0,0,0,1,0
45957,0,1,0,0,0
45958,0,1,0,0,0
45959,0,0,1,0,1
45960,0,0,0,1,1
45961,0,0,0,0,0
45962,1,0,0,1,0
45963,1,1,0,1,1
45964,0,1,1,0,0
45965,0,0,0,1,1
45966,1,1,1,0,1
45967,0,1,1,0,1
45968,0,0,0,0,1
45969,1,0,0,0,1
45970,0,0,0,0,0
45971,0,1,0,1,0
45972,1,0,1,0,1
45973,1,0,0,1,1
45974,0,1,0,1,0
45975,1,0,1,0,1
45976,0,0,0,1,0
45977,1,0,1,0,1
45978,0,0,1,1,0
45979,0,1,1,0,1
45980,1,1,0,0,0
45981,1,1,1,1,0
45982,0,1,1,1,1
45983,1,0,1,0,0
45984,0,0,1,0,0
45985,0,1,1,1,1
45986,1,1,0,1,1
45987,1,0,0,1,1
45988,1,1,1,0,0
45989,0,0,0,1,1
45990,0,1,1,1,1
45991,1,0,0,1,1
45992,0,0,0,1,1
45993,0,0,1,1,1
45994,1,1,1,0,1
45995,0,1,1,1,1
45996,1,0,1,1,1
45997,0,0,0,0,0
45998,1,1,0,1,1
45999,0,0,0,1,1
46000,1,1,1,1,0
46001,1,0,0,1,1
46002,1,0,0,1,1
46003,1,0,1,1,1
46004,1,1,1,1,1
46005,1,0,0,1,0
46006,1,0,0,1,0
46007,0,1,1,1,1
46008,0,0,0,1,0
46009,1,1,0,1,0
46010,0,1,1,1,1
46011,0,1,1,1,1
46012,1,0,0,1,0
46013,0,0,0,0,0
46014,1,0,0,1,0
46015,0,0,1,0,1
46016,0,1,1,1,1
46017,1,0,0,0,1
46018,0,0,0,0,0
46019,0,0,0,1,0
46020,1,1,1,0,0
46021,0,0,0,1,0
46022,1,0,1,0,0
46023,1,0,1,0,1
46024,1,1,0,1,0
46025,0,1,0,0,1
46026,1,0,1,0,0
46027,0,0,0,0,0
46028,0,1,1,0,0
46029,1,0,0,1,1
46030,1,0,1,1,1
46031,0,0,1,1,0
46032,1,0,1,1,0
46033,0,0,1,0,0
46034,1,1,1,1,1
46035,1,0,0,1,0
46036,0,1,0,1,0
46037,0,1,1,0,0
46038,0,1,1,0,1
46039,1,0,0,0,0
46040,1,0,0,0,0
46041,1,0,0,0,0
46042,1,1,1,1,0
46043,1,1,0,0,1
46044,1,1,1,1,0
46045,0,1,1,1,1
46046,0,1,1,1,1
46047,0,1,0,0,0
46048,1,0,0,1,1
46049,0,0,0,1,1
46050,0,1,1,1,0
46051,1,1,1,1,0
46052,1,1,1,1,0
46053,0,0,1,1,1
46054,0,1,0,1,1
46055,1,0,1,1,1
46056,1,0,1,1,1
46057,0,0,1,1,1
46058,0,1,1,1,0
46059,1,1,0,1,0
46060,1,0,0,1,0
46061,1,1,1,0,1
46062,1,1,1,0,1
46063,1,0,0,0,1
46064,1,0,1,0,1
46065,1,1,1,0,0
46066,1,0,1,0,1
46067,1,1,1,0,0
46068,0,1,0,1,0
46069,1,1,1,1,0
46070,1,0,0,0,1
46071,0,0,1,0,1
46072,1,1,1,1,1
46073,0,1,0,0,0
46074,0,0,0,0,1
46075,1,0,1,1,1
46076,0,0,0,0,0
46077,1,1,1,1,1
46078,0,0,1,0,0
46079,1,0,0,0,0
46080,0,0,1,0,1
46081,0,1,0,1,0
46082,0,0,0,0,1
46083,1,1,0,1,1
46084,1,0,1,0,1
46085,0,0,1,1,0
46086,0,0,1,1,0
46087,1,1,1,0,0
46088,1,0,0,0,0
46089,1,0,0,1,0
46090,1,1,0,0,1
46091,0,1,1,1,1
46092,0,1,0,0,0
46093,1,0,0,1,1
46094,0,1,0,1,0
46095,1,1,1,0,0
46096,0,1,0,1,0
46097,0,0,0,0,1
46098,0,1,1,0,0
46099,1,0,1,1,0
46100,0,0,1,1,0
46101,1,0,1,1,0
46102,0,1,1,0,0
46103,1,0,1,0,0
46104,1,1,1,1,0
46105,0,0,1,1,1
46106,0,1,0,0,0
46107,0,0,1,0,1
46108,0,0,0,1,1
46109,0,0,1,1,1
46110,0,1,0,1,0
46111,1,1,1,0,1
46112,0,0,1,0,1
46113,0,1,1,0,0
46114,1,1,1,0,1
46115,0,0,1,0,1
46116,0,1,0,1,0
46117,1,0,1,0,0
46118,0,0,0,0,0
46119,0,0,1,0,1
46120,1,0,1,0,0
46121,1,0,1,0,0
46122,1,1,1,1,1
46123,0,0,0,0,0
46124,1,1,1,0,1
46125,0,1,1,1,0
46126,0,1,1,0,0
46127,1,0,0,1,0
46128,0,0,0,0,1
46129,0,1,0,1,0
46130,0,1,1,1,0
46131,0,0,1,0,1
46132,1,0,1,1,0
46133,1,0,1,1,0
46134,0,1,1,0,0
46135,1,1,0,1,0
46136,1,1,1,0,0
46137,0,1,1,0,0
46138,1,0,1,1,1
46139,1,0,1,0,1
46140,1,1,0,0,0
46141,0,0,1,0,1
46142,1,1,1,1,0
46143,1,1,0,0,0
46144,0,1,1,0,1
46145,0,1,1,1,1
46146,1,0,1,0,0
46147,1,1,1,1,0
46148,1,1,1,0,0
46149,1,0,1,1,1
46150,1,1,1,0,0
46151,1,1,0,0,0
46152,1,1,0,0,0
46153,0,1,1,0,1
46154,1,1,1,0,1
46155,0,0,1,1,0
46156,1,0,1,1,1
46157,1,1,0,0,1
46158,0,0,1,0,0
46159,1,0,1,1,0
46160,0,0,0,1,1
46161,0,1,0,0,0
46162,0,0,0,0,1
46163,1,1,0,1,0
46164,1,0,0,0,0
46165,1,0,0,1,0
46166,1,1,0,1,1
46167,0,1,1,0,1
46168,0,0,1,1,1
46169,1,1,0,0,1
46170,1,1,1,0,1
46171,1,1,1,0,1
46172,1,1,0,1,0
46173,0,1,1,1,0
46174,0,0,1,0,0
46175,1,1,1,0,1
46176,0,0,1,1,0
46177,1,1,1,1,0
46178,1,0,0,0,1
46179,0,1,1,0,1
46180,1,1,1,0,0
46181,1,1,0,0,0
46182,1,0,0,0,1
46183,1,0,0,0,1
46184,0,0,0,0,1
46185,1,0,0,1,0
46186,0,0,0,0,1
46187,0,0,1,1,1
46188,0,0,0,1,0
46189,0,1,1,0,1
46190,1,0,0,0,0
46191,1,1,1,1,0
46192,1,1,1,1,1
46193,0,0,0,1,0
46194,0,1,1,0,0
46195,1,0,0,1,0
46196,0,1,1,0,1
46197,0,1,0,1,0
46198,0,0,0,0,1
46199,0,0,1,1,1
46200,0,0,0,1,0
46201,0,1,1,0,1
46202,0,0,1,0,1
46203,0,0,0,0,0
46204,0,1,0,1,1
46205,1,1,1,0,0
46206,1,0,0,0,1
46207,1,0,1,0,1
46208,0,1,1,0,1
46209,0,1,0,1,0
46210,0,0,1,0,0
46211,0,0,0,0,1
46212,1,1,1,0,0
46213,0,0,1,1,0
46214,0,1,1,1,0
46215,0,0,1,1,0
46216,0,1,0,1,0
46217,1,0,0,0,1
46218,0,1,1,0,1
46219,0,0,0,0,1
46220,0,0,1,1,1
46221,1,1,0,0,0
46222,0,0,1,1,1
46223,1,0,0,0,0
46224,0,1,0,1,0
46225,1,1,0,1,0
46226,0,1,0,0,0
46227,1,0,1,1,0
46228,0,0,1,1,1
46229,1,1,1,1,1
46230,0,0,1,1,1
46231,0,0,0,1,1
46232,0,1,0,1,1
46233,0,1,1,0,1
46234,1,0,1,0,0
46235,1,1,1,1,1
46236,0,1,0,0,0
46237,1,0,1,1,0
46238,0,0,0,0,0
46239,0,0,1,1,1
46240,1,1,1,1,0
46241,1,0,1,0,1
46242,1,1,1,1,1
46243,0,0,0,1,1
46244,1,0,1,0,1
46245,0,0,0,1,1
46246,0,1,1,0,1
46247,1,1,0,0,1
46248,0,0,0,1,0
46249,1,1,1,0,0
46250,1,0,0,0,1
46251,0,1,0,1,1
46252,1,1,0,0,0
46253,1,1,0,0,1
46254,0,0,0,0,0
46255,1,1,1,1,1
46256,1,1,1,1,0
46257,1,1,1,0,1
46258,1,1,1,1,0
46259,0,1,1,0,1
46260,0,1,0,1,0
46261,1,1,1,1,1
46262,1,1,0,1,1
46263,0,1,0,0,0
46264,1,1,0,1,0
46265,1,1,1,1,0
46266,1,0,1,0,1
46267,1,1,1,1,1
46268,1,1,1,0,1
46269,0,1,1,1,1
46270,0,1,1,0,1
46271,1,0,1,1,1
46272,0,1,1,1,0
46273,0,0,1,1,0
46274,1,1,0,1,0
46275,1,1,1,1,0
46276,1,1,0,0,1
46277,0,1,1,0,1
46278,0,1,0,0,1
46279,0,0,1,0,0
46280,1,0,0,0,0
46281,1,0,0,1,1
46282,0,1,1,1,0
46283,0,0,0,1,0
46284,0,1,1,1,0
46285,0,1,1,1,0
46286,1,1,1,0,1
46287,0,0,1,0,1
46288,1,0,1,1,0
46289,1,1,1,0,0
46290,0,0,0,1,1
46291,1,0,1,1,0
46292,1,1,1,0,1
46293,0,1,1,1,1
46294,1,1,1,1,1
46295,0,0,1,1,0
46296,0,1,0,0,1
46297,1,1,1,1,0
46298,0,1,1,0,1
46299,0,0,1,0,0
46300,0,0,1,0,0
46301,1,0,0,1,1
46302,1,1,1,0,1
46303,1,1,0,1,1
46304,0,1,0,1,0
46305,0,1,1,1,0
46306,0,0,0,1,1
46307,0,0,0,1,0
46308,1,0,0,0,0
46309,1,1,1,0,0
46310,0,0,1,0,0
46311,1,0,1,1,0
46312,0,0,1,1,1
46313,1,1,1,0,1
46314,1,1,0,0,1
46315,1,0,0,1,1
46316,0,1,1,1,0
46317,1,0,0,1,1
46318,0,0,1,0,0
46319,1,0,1,1,1
46320,1,0,0,1,1
46321,1,0,0,1,1
46322,1,0,0,0,0
46323,0,0,0,0,0
46324,0,0,1,1,0
46325,1,0,0,1,0
46326,0,0,1,0,1
46327,0,0,1,0,1
46328,0,0,0,0,0
46329,0,0,1,0,1
46330,1,0,1,0,1
46331,0,0,1,1,0
46332,1,0,1,0,1
46333,0,0,1,0,1
46334,1,0,1,1,1
46335,0,0,0,0,1
46336,1,0,0,1,1
46337,1,1,1,0,0
46338,1,0,1,1,0
46339,1,0,1,0,1
46340,0,0,0,0,0
46341,0,1,1,0,1
46342,0,0,0,0,0
46343,1,0,1,0,0
46344,1,1,0,0,1
46345,0,1,0,1,1
46346,0,1,0,1,1
46347,0,0,1,1,0
46348,0,0,1,0,0
46349,0,0,0,1,1
46350,1,1,0,0,0
46351,1,0,1,0,1
46352,0,1,1,1,0
46353,1,1,0,0,1
46354,1,0,1,0,0
46355,1,0,1,0,1
46356,1,0,1,0,1
46357,0,1,1,0,1
46358,0,0,0,1,0
46359,1,1,0,1,0
46360,0,1,1,1,1
46361,0,1,1,0,1
46362,1,1,0,0,0
46363,1,1,1,1,0
46364,1,0,1,0,1
46365,1,0,1,1,0
46366,1,0,1,1,0
46367,1,1,1,0,1
46368,0,1,1,0,0
46369,1,0,0,1,0
46370,0,0,1,1,0
46371,1,1,1,0,1
46372,1,0,1,1,1
46373,0,0,0,1,1
46374,1,0,0,0,0
46375,0,1,0,1,1
46376,0,1,1,0,1
46377,1,0,0,0,0
46378,1,0,1,0,1
46379,1,1,0,1,0
46380,1,1,0,1,0
46381,1,0,1,1,1
46382,1,0,1,0,1
46383,1,1,0,1,0
46384,0,1,0,0,1
46385,0,0,1,0,0
46386,1,1,1,0,0
46387,1,0,0,1,0
46388,0,1,0,1,0
46389,0,0,1,1,1
46390,0,0,1,1,1
46391,1,1,0,0,0
46392,1,0,0,0,1
46393,1,1,1,1,0
46394,1,0,1,0,1
46395,0,1,1,0,0
46396,1,0,1,0,1
46397,1,1,0,0,1
46398,1,0,0,0,1
46399,0,0,0,0,1
46400,1,0,0,0,0
46401,1,1,0,0,0
46402,0,1,0,1,0
46403,1,1,1,1,0
46404,0,0,1,1,1
46405,1,1,1,0,1
46406,0,0,1,1,1
46407,1,1,0,0,0
46408,0,0,0,0,1
46409,1,1,0,1,1
46410,1,1,0,1,0
46411,0,0,0,1,0
46412,1,0,0,0,1
46413,1,0,0,1,0
46414,0,1,1,0,1
46415,1,0,1,0,1
46416,1,1,1,0,0
46417,1,0,0,1,1
46418,0,1,0,1,1
46419,0,1,1,1,0
46420,1,1,0,1,1
46421,0,0,1,0,0
46422,0,1,0,0,1
46423,0,1,1,1,1
46424,0,0,1,0,1
46425,1,1,1,0,1
46426,1,1,1,0,1
46427,1,0,1,0,0
46428,0,0,1,1,1
46429,0,1,1,1,1
46430,0,1,1,1,1
46431,1,0,0,1,0
46432,1,1,0,1,1
46433,1,0,1,0,0
46434,0,0,1,0,0
46435,1,0,0,0,1
46436,0,0,0,0,0
46437,1,1,0,1,0
46438,0,0,1,0,1
46439,0,0,1,0,0
46440,1,0,0,0,1
46441,0,0,1,0,1
46442,0,0,1,1,1
46443,0,1,0,0,1
46444,0,1,0,1,0
46445,1,1,1,1,1
46446,1,0,0,1,0
46447,0,1,1,0,1
46448,1,1,1,1,1
46449,0,1,1,0,0
46450,1,1,1,0,0
46451,1,1,1,0,1
46452,0,1,0,1,1
46453,1,1,1,1,1
46454,0,0,1,0,1
46455,1,0,1,1,0
46456,0,0,1,1,0
46457,1,0,1,1,0
46458,1,0,0,1,0
46459,0,0,1,0,0
46460,0,1,0,0,1
46461,0,0,1,0,1
46462,0,0,1,0,0
46463,0,1,1,0,1
46464,1,1,1,0,1
46465,1,1,0,1,0
46466,1,1,0,0,1
46467,0,0,1,0,0
46468,0,1,0,1,1
46469,1,1,0,1,1
46470,0,1,1,0,1
46471,1,1,0,1,0
46472,0,0,1,1,0
46473,1,0,0,0,1
46474,1,1,0,1,0
46475,0,0,0,1,0
46476,1,1,1,1,1
46477,1,0,0,1,0
46478,0,0,0,1,1
46479,1,0,1,1,0
46480,1,0,1,0,1
46481,0,0,1,1,0
46482,0,1,0,0,0
46483,1,0,0,0,1
46484,1,0,1,0,1
46485,0,1,1,0,1
46486,1,0,1,1,0
46487,1,1,0,0,0
46488,0,0,0,0,1
46489,0,0,1,0,1
46490,0,0,1,1,0
46491,1,1,0,0,0
46492,1,0,1,0,1
46493,1,1,1,1,1
46494,0,0,1,1,1
46495,1,1,0,0,1
46496,0,0,1,1,1
46497,0,1,1,0,0
46498,1,1,1,1,1
46499,1,0,1,1,0
46500,1,1,0,1,1
46501,1,1,1,1,1
46502,1,0,0,0,0
46503,0,1,1,0,0
46504,1,0,1,1,1
46505,0,0,1,1,1
46506,0,0,0,1,0
46507,0,1,1,0,0
46508,1,0,0,0,0
46509,1,1,1,0,1
46510,0,1,0,1,0
46511,0,1,0,0,1
46512,0,1,1,1,0
46513,1,0,1,0,0
46514,0,0,0,0,0
46515,0,0,1,1,1
46516,0,1,0,0,1
46517,1,0,1,0,1
46518,1,0,1,0,1
46519,1,0,1,0,1
46520,1,1,0,0,0
46521,0,1,0,0,0
46522,1,0,0,1,1
46523,0,0,0,1,1
46524,0,1,1,0,0
46525,1,1,0,1,1
46526,1,0,0,0,0
46527,1,1,0,1,1
46528,0,1,1,1,1
46529,1,0,0,0,1
46530,0,1,1,1,1
46531,0,1,1,1,1
46532,0,0,0,0,0
46533,0,0,1,0,0
46534,1,0,0,0,1
46535,1,1,0,0,0
46536,1,0,0,1,0
46537,1,0,0,0,1
46538,0,1,1,0,0
46539,1,1,1,1,1
46540,1,0,1,1,0
46541,1,0,0,1,0
46542,1,1,1,0,0
46543,0,0,1,0,0
46544,1,1,1,1,0
46545,0,1,0,1,1
46546,1,1,0,0,1
46547,0,1,0,1,0
46548,0,0,0,0,0
46549,0,1,1,0,0
46550,0,0,1,1,0
46551,1,0,0,0,0
46552,1,1,1,1,1
46553,0,0,0,0,1
46554,1,1,0,1,1
46555,1,1,0,0,0
46556,1,1,1,1,0
46557,0,1,0,0,0
46558,1,1,0,0,0
46559,1,1,1,1,1
46560,1,0,1,1,0
46561,1,0,1,0,1
46562,0,1,1,1,0
46563,0,0,1,0,1
46564,0,1,1,0,0
46565,1,1,1,1,1
46566,1,0,1,0,1
46567,0,0,1,1,0
46568,0,0,1,1,1
46569,0,1,1,1,1
46570,0,0,1,0,0
46571,1,0,0,1,0
46572,1,0,1,0,1
46573,0,0,1,1,0
46574,0,1,1,1,1
46575,1,0,1,0,0
46576,1,1,1,0,0
46577,1,0,1,0,1
46578,0,1,0,0,1
46579,0,1,0,0,0
46580,1,0,0,1,0
46581,1,1,1,1,1
46582,0,1,0,0,1
46583,1,1,1,0,1
46584,0,0,1,0,0
46585,0,0,1,0,0
46586,0,1,1,0,1
46587,1,1,1,0,1
46588,1,0,0,0,1
46589,0,1,1,0,0
46590,1,1,1,1,1
46591,0,0,1,1,0
46592,1,1,0,0,1
46593,0,1,1,0,0
46594,0,1,0,0,1
46595,0,0,1,0,0
46596,0,0,1,1,0
46597,0,0,1,0,0
46598,0,1,1,0,1
46599,1,1,0,0,0
46600,1,0,1,0,0
46601,0,0,0,0,1
46602,0,1,1,0,1
46603,0,0,0,1,1
46604,0,1,0,0,0
46605,0,1,0,1,0
46606,1,1,1,0,0
